id,away_losses,away_wins,home_losses,home_wins
400975905,54,23,51,27
400975906,45,34,51,27
400975907,36,42,15,63
400975908,24,53,36,42
400975909,21,57,34,45
400975910,30,48,54,24
400975911,32,46,35,43
400975912,44,33,33,45
400975913,54,25,59,20
400975914,33,45,36,42
400975915,30,48,41,37
400975916,55,24,54,24
400975917,25,53,22,56
400975918,36,43,57,22
400975919,57,21,34,44
400975920,34,45,44,34
400975921,22,57,32,47
400975922,37,42,30,49
400975923,31,48,15,64
400975924,53,26,37,42
400975925,37,42,33,46
400975926,35,44,35,44
400975927,56,24,41,38
400975928,45,35,55,24
400975929,31,49,30,49
400975930,57,23,38,42
400975931,52,27,25,54
400975932,37,43,51,28
400975933,33,47,22,57
400975934,54,26,58,21
400975935,34,45,60,20
400975936,35,45,45,34
400975937,35,45,38,42
400975938,37,43,52,28
400975939,53,27,53,27
400975940,34,46,16,64
400975941,34,46,23,57
400975942,32,48,34,46
400975943,33,48,46,35
400975944,57,24,30,50
400975945,42,38,58,22
400975946,56,24,22,58
400975947,33,47,46,34
400975948,57,24,26,54
400975949,23,58,61,20
400975950,22,59,43,38
400975951,54,27,53,28
400975952,34,47,38,43
400975953,31,50,53,28
400975954,57,24,37,44
400975955,59,22,35,46
400975956,55,26,34,47
400975957,33,48,35,46
400975958,34,47,39,42
400975959,46,36,34,48
400975960,30,51,58,24
400975961,27,54,38,43
400975962,61,21,58,24
400975963,24,58,33,48
400975964,16,65,47,34
400975965,54,28,27,55
400975966,53,29,32,50
400975967,23,59,38,44
400975968,39,43,57,25
400975969,38,44,30,52
400975970,43,39,55,27
400975971,36,46,35,47
400975972,35,47,34,48
400975973,60,22,34,48
400975974,47,35,40,42
400975975,34,48,33,49
400975976,17,65,55,27
401019650,31,41,30,42
