id,team,player,pos,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
401160659,bos,robert-williams-iii,IC,15,3-3,0-0,0-0,2,4,6,1,2,1,1,4,-3,6
401160659,bos,brad-wanamaker,PG,10,1-3,0-1,2-2,1,2,3,0,1,1,1,2,+0,4
401160659,bos,marcus-smart,PG,28,4-11,2-7,0-0,0,1,1,3,1,0,0,1,-2,10
401160659,bos,javonte-green,SG,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+0,0
401160671,bos,jayson-tatum,PF,34,5-17,2-7,3-4,2,7,9,0,3,2,2,3,+20,15
401160671,bos,gordon-hayward,SF,27,4-10,1-2,0-0,1,5,6,3,1,0,4,4,+14,9
401160671,bos,robert-williams-iii,IC,22,2-3,0-0,0-0,2,5,7,3,2,1,1,3,+8,4
401160671,bos,kemba-walker,PG,30,11-17,7-12,3-4,3,3,6,4,2,0,0,2,+13,32
401160671,bos,jaylen-brown,SG,27,6-14,1-5,6-8,1,3,4,2,1,1,2,4,+20,19
401160671,bos,semi-ojeleye,PF,15,1-1,0-0,0-1,0,1,1,2,0,0,0,1,+1,2
401160671,bos,grant-williams,PF,19,3-4,0-1,1-3,1,0,1,1,2,3,0,2,+16,7
401160671,bos,tacko-fall,C,4,2-4,0-0,0-0,0,3,3,0,0,0,1,2,-2,4
401160671,bos,vincent-poirier,C,6,1-2,0-0,0-0,0,0,0,0,0,0,1,2,+6,2
401160671,bos,brad-wanamaker,PG,4,1-1,0-0,0-0,0,1,1,1,0,0,0,0,-2,2
401160671,bos,marcus-smart,PG,28,3-9,3-8,3-3,2,4,6,4,1,2,1,1,+15,12
401160671,bos,carsen-edwards,PG,22,3-11,1-6,3-4,1,0,1,3,2,0,0,2,+8,10
401160671,bos,javonte-green,SG,4,0-0,0-0,0-2,0,1,1,1,0,0,0,0,-2,0
401160671,ny,julius-randle,PF,30,4-12,0-2,2-4,6,4,10,3,1,0,4,1,-12,10
401160671,ny,marcus-morris-sr,F,29,3-9,0-2,6-6,1,6,7,1,1,0,4,4,-1,12
401160671,ny,mitchell-robinson,C,20,7-7,0-0,3-3,4,2,6,0,0,3,1,4,-9,17
401160671,ny,elfrid-payton,PG,31,2-7,2-3,2-2,0,4,4,5,4,0,4,2,+0,8
401160671,ny,rj-barrett,SG,37,9-21,4-6,4-7,3,4,7,3,0,0,4,3,-9,26
401160671,ny,bobby-portis,PF,27,3-10,0-4,2-2,2,9,11,1,0,1,2,5,-14,8
401160671,ny,taj-gibson,F,5,0-1,0-1,2-2,0,0,0,0,0,0,0,0,-4,2
401160671,ny,kevin-knox-ii,SF,26,2-7,0-3,3-6,0,8,8,0,0,0,1,1,-28,7
401160671,ny,dennis-smith-jr,PG,11,0-3,0-1,0-0,0,1,1,1,1,0,2,3,-15,0
401160671,ny,frank-ntilikina,PG,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+0,0
401160671,ny,damyean-dotson,SG,4,1-1,1-1,0-0,0,0,0,0,0,0,0,0,+2,3
401160671,ny,allonzo-trier,G,21,0-4,0-4,2-2,0,1,1,1,0,0,1,3,-25,2
401160700,mil,giannis-antetokounmpo,PF,35,8-13,0-2,6-10,1,13,14,5,1,2,3,4,-4,22
401160700,mil,khris-middleton,SF,34,10-15,3-6,3-3,0,6,6,3,0,0,1,3,-8,26
401160700,mil,brook-lopez,C,27,2-8,1-5,5-6,0,3,3,2,0,2,4,3,-5,10
401160700,mil,eric-bledsoe,PG,28,3-8,1-4,0-3,1,4,5,5,0,0,2,1,-3,7
401160700,mil,wesley-matthews,SG,30,1-8,1-7,0-0,0,3,3,3,0,0,0,0,-4,3
401160700,mil,ersan-ilyasova,F,15,3-4,1-2,0-0,0,7,7,0,0,0,2,5,-18,7
401160700,mil,robin-lopez,C,14,1-3,1-3,0-0,0,2,2,0,1,0,0,2,+6,3
401160700,mil,george-hill,PG,20,5-9,2-5,0-0,3,2,5,2,0,0,1,2,-8,12
401160700,mil,pat-connaughton,SG,21,2-8,2-6,0-0,0,0,0,1,0,0,0,1,-7,6
401160700,mil,kyle-korver,G,16,3-6,2-5,1-2,0,0,0,0,1,0,2,0,-4,9
401160700,bos,jayson-tatum,PF,39,10-22,4-7,1-2,1,3,4,2,0,1,1,5,+16,25
401160700,bos,gordon-hayward,SF,38,9-17,3-6,0-0,0,10,10,7,1,1,2,1,+5,21
401160700,bos,daniel-theis,C,28,5-8,1-3,0-0,1,8,9,1,0,1,1,3,+2,11
401160700,bos,kemba-walker,PG,38,7-19,4-11,14-15,1,5,6,6,0,0,3,2,+8,32
401160700,bos,marcus-smart,PG,39,7-16,5-11,0-0,1,3,4,6,1,0,0,3,+8,19
401160700,bos,semi-ojeleye,PF,20,1-3,0-1,1-2,1,4,5,0,1,0,0,1,+11,3
401160700,bos,grant-williams,PF,15,1-4,0-2,0-0,0,2,2,0,1,0,2,1,+3,2
401160700,bos,robert-williams-iii,IC,14,1-2,0-0,0-0,0,4,4,3,0,1,0,1,+11,2
401160700,bos,brad-wanamaker,PG,6,0-1,0-0,0-0,0,1,1,0,0,0,0,3,-3,0
401160700,bos,carsen-edwards,PG,4,0-0,0-0,1-2,0,0,0,0,0,0,0,0,-6,1
401160700,bos,javonte-green,SG,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+0,0
401160700,bos,romeo-langford,SG,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+0,0
401160714,ny,julius-randle,PF,34,3-7,0-3,2-3,2,8,10,5,1,0,6,1,-5,8
401160714,ny,marcus-morris-sr,F,39,8-17,5-8,8-11,2,7,9,3,2,0,1,4,-3,29
401160714,ny,mitchell-robinson,C,16,3-5,0-0,0-1,2,4,6,0,0,2,1,3,-4,6
401160714,ny,frank-ntilikina,PG,38,4-9,2-4,0-0,1,2,3,2,3,1,1,4,-5,10
401160714,ny,rj-barrett,SG,39,5-17,1-4,4-6,2,5,7,5,1,1,2,3,-2,15
401160714,ny,bobby-portis,PF,21,6-16,1-2,0-0,4,3,7,1,0,0,1,4,-3,13
401160714,ny,kevin-knox-ii,SF,29,5-12,2-7,0-0,3,1,4,3,1,0,0,2,+4,12
401160714,ny,wayne-ellington,SG,24,3-10,3-10,0-0,0,5,5,3,1,0,1,2,+8,9
401160714,bos,jayson-tatum,PF,34,9-17,4-8,2-2,1,5,6,3,0,0,2,4,+12,24
401160714,bos,gordon-hayward,SF,35,5-11,3-6,0-1,0,9,9,4,2,0,2,0,+2,13
401160714,bos,daniel-theis,C,27,2-3,0-0,1-1,1,7,8,0,0,4,1,3,+12,5
401160714,bos,kemba-walker,PG,36,8-19,3-9,14-14,0,6,6,5,1,0,3,0,+4,33
401160714,bos,marcus-smart,PG,30,3-9,1-3,1-2,0,3,3,3,3,0,2,4,+1,8
401160714,bos,semi-ojeleye,PF,16,0-2,0-2,2-2,0,0,0,0,0,0,0,2,-4,2
401160714,bos,grant-williams,PF,27,2-4,0-2,6-6,0,4,4,1,0,0,1,1,-5,10
401160714,bos,vincent-poirier,C,7,1-1,0-0,0-0,1,0,1,0,0,0,0,1,-3,2
401160714,bos,brad-wanamaker,PG,15,2-2,0-0,1-1,0,3,3,4,1,0,3,0,-3,5
401160714,bos,carsen-edwards,PG,14,1-6,0-4,0-0,0,4,4,1,0,0,0,1,-6,2
401160740,bos,jayson-tatum,PF,34,9-16,0-5,0-0,0,7,7,1,1,2,4,1,+9,18
401160740,bos,gordon-hayward,SF,34,17-20,1-4,4-4,1,6,7,8,0,0,2,2,+12,39
401160740,bos,daniel-theis,C,30,2-7,0-1,1-2,0,9,9,1,0,5,1,4,+8,5
401160740,bos,kemba-walker,PG,34,8-19,6-8,3-4,1,7,8,3,1,2,4,2,+0,25
401160740,bos,marcus-smart,PG,35,2-6,2-6,2-3,0,5,5,4,1,0,1,2,+8,8
401160740,bos,semi-ojeleye,PF,8,0-0,0-0,0-0,0,1,1,0,0,0,0,2,+0,0
401160740,bos,grant-williams,PF,11,0-2,0-1,0-0,0,1,1,0,0,0,0,1,-5,0
401160740,bos,robert-williams-iii,IC,15,3-4,0-0,0-0,2,2,4,3,1,2,1,4,-2,6
401160740,bos,brad-wanamaker,PG,21,2-5,0-1,1-2,0,1,1,3,1,0,1,3,+0,5
401160740,bos,carsen-edwards,PG,15,5-6,3-4,0-0,0,1,1,1,0,1,0,2,+2,13
401160740,bos,javonte-green,SG,5,0-0,0-0,0-0,0,1,1,0,0,0,0,0,-2,0
401160740,cle,kevin-love,PF,32,7-14,1-5,2-2,1,8,9,3,1,2,2,0,-3,17
401160740,cle,cedi-osman,SF,32,4-13,3-7,1-2,1,4,5,3,1,0,0,2,-6,12
401160740,cle,tristan-thompson,C,37,7-15,0-1,5-6,8,5,13,4,0,1,1,3,+3,19
401160740,cle,collin-sexton,PG,35,6-14,2-3,7-7,0,1,1,3,0,1,1,5,+3,21
401160740,cle,darius-garland,PG,28,2-11,0-3,0-0,0,3,3,1,1,0,2,1,-5,4
401160740,cle,larry-nance-jr,PF,15,5-6,3-3,2-2,1,2,3,1,0,0,0,1,-5,15
401160740,cle,alfonzo-mckinnie,SF,9,1-1,1-1,0-0,0,2,2,0,0,0,1,3,-6,3
401160740,cle,matthew-dellavedova,PG,12,2-4,0-1,0-0,0,2,2,2,0,0,1,0,-7,4
401160740,cle,jordan-clarkson,PG,26,4-13,1-5,3-3,0,3,3,4,0,2,1,1,-1,12
401160740,cle,brandon-knight,G,12,2-4,2-4,0-0,0,2,2,1,0,0,0,2,-3,6
401160754,bos,jayson-tatum,PF,29,8-17,4-6,3-4,2,7,9,1,2,1,1,0,+13,23
401160754,bos,gordon-hayward,SF,29,9-16,1-5,1-1,1,9,10,6,1,0,0,1,+20,20
401160754,bos,daniel-theis,C,20,2-8,0-1,1-2,3,4,7,2,0,2,1,4,+5,5
401160754,bos,kemba-walker,PG,29,4-12,3-9,3-3,0,2,2,6,1,0,2,0,+20,14
401160754,bos,jaylen-brown,SG,32,5-9,0-2,2-2,0,5,5,1,1,0,2,1,+13,12
401160754,bos,semi-ojeleye,PF,4,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-3,0
401160754,bos,grant-williams,PF,15,0-2,0-1,0-0,1,1,2,3,1,0,0,3,+13,0
401160754,bos,robert-williams-iii,IC,13,2-2,0-0,3-6,1,4,5,1,2,0,3,1,+9,7
401160754,bos,vincent-poirier,C,6,0-3,0-0,0-0,3,0,3,0,1,1,1,2,+0,0
401160754,bos,brad-wanamaker,PG,16,3-4,1-1,2-2,0,3,3,3,2,0,0,2,+6,9
401160754,bos,marcus-smart,PG,22,2-8,1-4,1-1,0,2,2,5,2,0,1,5,+10,6
401160754,bos,carsen-edwards,PG,12,0-3,0-2,0-0,0,3,3,1,0,1,1,0,-3,0
401160754,bos,javonte-green,SG,13,5-9,0-2,2-2,0,1,1,0,0,0,0,0,+2,12
401160754,cha,cody-zeller,PF,19,2-6,0-1,1-2,3,7,10,1,0,0,1,2,-17,5
401160754,cha,pj-washington,PF,27,1-8,0-1,2-3,2,6,8,2,0,4,1,3,-12,4
401160754,cha,miles-bridges,SF,33,8-14,2-5,0-0,2,8,10,1,0,2,4,1,-22,18
401160754,cha,terry-rozier,PG,26,1-11,0-3,1-1,0,3,3,2,1,0,4,3,-14,3
401160754,cha,dwayne-bacon,SG,21,3-9,1-3,1-2,1,3,4,1,1,1,3,1,-8,8
401160754,cha,marvin-williams,F,18,4-7,0-2,1-1,0,4,4,0,1,0,0,1,-8,9
401160754,cha,caleb-martin,SF,6,0-1,0-1,1-2,0,1,1,0,0,0,1,0,+0,1
401160754,cha,cody-martin,SF,16,2-4,0-1,3-3,0,3,3,3,2,0,0,1,-2,7
401160754,cha,bismack-biyombo,C,14,4-5,0-0,0-0,0,2,2,0,0,1,1,2,-9,8
401160754,cha,willy-hernangomez,C,6,2-4,1-2,0-0,0,0,0,0,0,1,1,0,+0,5
401160754,cha,devonte-graham,PG,30,5-14,2-10,3-5,1,3,4,9,2,0,2,3,-12,15
401160754,cha,malik-monk,SG,22,1-3,0-2,2-2,0,0,0,2,0,0,2,2,-1,4
401160769,bos,jayson-tatum,PF,34,6-13,2-6,5-6,1,6,7,4,3,0,2,3,+23,19
401160769,bos,gordon-hayward,SF,15,4-9,1-3,0-0,0,2,2,1,1,1,1,1,+15,9
401160769,bos,daniel-theis,C,23,3-4,1-2,1-1,1,5,6,2,1,1,2,4,+18,8
401160769,bos,kemba-walker,PG,32,9-20,4-10,4-4,2,3,5,8,1,1,0,2,+21,26
401160769,bos,jaylen-brown,SG,32,10-18,1-3,9-10,1,6,7,3,1,0,0,3,+21,30
401160769,bos,semi-ojeleye,PF,2,0-1,0-0,0-0,0,0,0,0,0,0,0,0,-1,0
401160769,bos,grant-williams,PF,18,0-3,0-2,0-1,1,3,4,2,0,2,1,3,-3,0
401160769,bos,robert-williams-iii,IC,22,5-5,0-0,1-1,1,6,7,2,0,6,0,2,+5,11
401160769,bos,vincent-poirier,C,2,0-1,0-0,0-0,0,0,0,0,0,0,0,0,-1,0
401160769,bos,brad-wanamaker,PG,17,3-5,1-1,0-0,0,1,1,2,2,0,1,1,+1,7
401160769,bos,marcus-smart,PG,25,5-10,4-9,2-2,0,3,3,3,2,0,0,2,-3,16
401160769,bos,carsen-edwards,PG,3,0-0,0-0,3-3,0,1,1,0,0,0,1,1,-4,3
401160769,bos,javonte-green,SG,13,3-5,0-1,0-0,0,0,0,1,0,0,0,3,+8,6
401160769,sa,lamarcus-aldridge,PF,26,1-4,0-0,1-2,1,3,4,1,0,1,2,4,-12,3
401160769,sa,trey-lyles,PF,21,3-5,3-5,1-1,0,8,8,0,0,1,2,1,-12,10
401160769,sa,dejounte-murray,PG,24,2-8,0-1,0-0,1,6,7,4,1,0,4,3,-8,4
401160769,sa,demar-derozan,SG,27,6-15,0-0,10-11,0,2,2,4,0,0,2,2,-16,22
401160769,sa,bryn-forbes,SG,21,4-11,3-7,3-3,1,0,1,2,0,0,1,2,-15,14
401160769,sa,chimezie-metu,PF,9,3-7,0-0,1-2,6,2,8,2,0,2,0,0,+1,7
401160769,sa,demarre-carroll,F,12,2-4,2-4,0-0,1,4,5,0,0,0,0,1,-6,6
401160769,sa,rudy-gay,SF,15,3-6,0-1,0-0,4,3,7,1,0,0,1,0,-2,6
401160769,sa,jakob-poeltl,C,13,1-4,0-0,1-2,3,3,6,3,0,0,1,3,-9,3
401160769,sa,patty-mills,PG,18,7-12,3-6,3-4,1,0,1,2,0,0,1,0,-17,20
401160769,sa,derrick-white,PG,26,3-9,1-2,2-2,2,2,4,1,0,3,0,4,-9,9
401160769,sa,lonnie-walker-iv,SG,9,1-7,0-1,0-1,1,2,3,1,0,1,1,1,+1,2
401160769,sa,marco-belinelli,G,19,3-7,2-3,1-2,0,1,1,3,0,0,0,1,+4,9
401160783,dal,maxi-kleber,PF,33,4-10,4-8,3-4,5,3,8,2,0,1,0,2,-13,15
401160783,dal,kristaps-porzingis,F,20,1-11,1-4,1-1,0,5,5,1,0,1,1,5,-15,4
401160783,dal,dorian-finney-smith,SF,26,4-9,1-5,0-0,0,4,4,1,0,0,2,2,-9,9
401160783,dal,luka-doncic,PG,34,11-21,3-10,9-10,0,6,6,9,0,0,1,2,-17,34
401160783,dal,seth-curry,SG,21,1-6,0-4,0-0,0,1,1,1,0,0,1,4,-10,2
401160783,dal,justin-jackson,SF,8,0-2,0-1,0-0,0,2,2,0,0,0,0,0,-5,0
401160783,dal,dwight-powell,C,30,6-7,0-0,0-2,5,0,5,3,0,1,1,5,+20,12
401160783,dal,delon-wright,PG,21,3-5,0-1,3-4,1,3,4,2,1,1,0,0,-3,9
401160783,dal,jalen-brunson,PG,27,4-7,1-2,3-4,2,5,7,2,1,0,0,3,-6,12
401160783,dal,tim-hardaway-jr,SG,21,3-11,1-7,2-3,0,4,4,1,0,1,0,3,+8,9
401160783,bos,jayson-tatum,PF,35,1-18,0-3,3-4,3,5,8,4,1,0,1,3,+16,5
401160783,bos,daniel-theis,C,22,4-4,0-0,3-4,0,5,5,3,1,1,0,5,+27,11
401160783,bos,kemba-walker,PG,33,9-17,8-14,3-4,0,5,5,5,0,1,3,1,+18,29
401160783,bos,marcus-smart,PG,37,6-9,4-7,1-1,1,0,1,6,0,1,2,1,+13,17
401160783,bos,jaylen-brown,SG,38,9-16,2-4,5-7,3,8,11,3,0,0,1,4,+12,25
401160783,bos,semi-ojeleye,PF,5,0-0,0-0,0-0,0,0,0,0,0,0,1,1,-4,0
401160783,bos,grant-williams,PF,8,0-1,0-1,2-2,0,2,2,0,0,1,1,1,-7,2
401160783,bos,enes-kanter,C,6,1-1,0-0,0-0,1,2,3,0,0,0,0,0,+1,2
401160783,bos,robert-williams-iii,IC,17,3-4,0-0,0-0,0,3,3,1,0,1,0,2,-14,6
401160783,bos,brad-wanamaker,PG,21,4-7,0-2,2-2,1,3,4,2,0,0,0,3,-7,10
401160783,bos,carsen-edwards,PG,5,0-1,0-1,0-0,0,2,2,1,0,0,0,2,+0,0
401160783,bos,javonte-green,SG,13,4-8,1-3,0-1,1,1,2,0,2,0,0,4,-5,9
401160798,wsh,rui-hachimura,PF,24,9-12,0-1,3-4,3,1,4,2,1,0,0,5,-5,21
401160798,wsh,troy-brown-jr,SF,27,3-4,1-2,0-0,0,2,2,5,0,0,0,1,-1,7
401160798,wsh,thomas-bryant,C,29,5-13,0-2,4-5,4,3,7,1,0,2,0,4,-10,14
401160798,wsh,isaiah-thomas,PG,33,7-14,3-6,1-1,0,1,1,7,0,0,2,2,-3,18
401160798,wsh,bradley-beal,SG,39,17-27,4-6,6-8,1,4,5,6,1,0,1,0,+0,44
401160798,wsh,davis-bertans,SF,27,3-9,3-8,0-0,0,10,10,3,0,1,1,0,-3,9
401160798,wsh,moritz-wagner,C,18,2-6,0-1,8-9,0,2,2,1,1,0,3,5,+4,12
401160798,wsh,ish-smith,PG,18,2-5,0-0,0-0,1,2,3,2,0,1,1,1,-3,4
401160798,wsh,cj-miles,SG,13,0-4,0-3,0-0,0,1,1,1,2,0,0,1,-8,0
401160798,wsh,jordan-mcrae,G,11,2-2,0-0,0-0,0,1,1,0,0,0,0,4,-6,4
401160798,bos,jayson-tatum,PF,35,9-20,1-5,4-4,2,1,3,4,0,0,1,3,+14,23
401160798,bos,enes-kanter,C,25,4-5,0-0,5-6,4,5,9,2,1,0,1,2,+11,13
401160798,bos,kemba-walker,PG,35,8-17,6-12,3-3,0,5,5,5,1,1,0,5,-4,25
401160798,bos,marcus-smart,PG,36,6-12,4-8,1-2,0,4,4,5,0,2,0,2,+15,17
401160798,bos,jaylen-brown,SG,35,9-19,0-3,4-4,1,4,5,4,1,0,2,4,-4,22
401160798,bos,semi-ojeleye,PF,11,2-4,1-1,0-0,1,2,3,0,0,0,0,2,-3,5
401160798,bos,grant-williams,PF,11,0-1,0-1,2-2,0,3,3,1,1,1,1,3,-6,2
401160798,bos,vincent-poirier,C,9,1-1,0-0,1-2,1,3,4,3,0,1,1,1,+10,3
401160798,bos,brad-wanamaker,PG,17,2-3,0-1,6-6,0,2,2,5,0,0,4,1,+15,10
401160798,bos,carsen-edwards,PG,20,7-12,4-5,0-0,1,3,4,3,1,0,1,2,-4,18
401160798,bos,javonte-green,SG,6,1-2,0-0,0-0,0,2,2,0,0,0,0,1,-9,2
401160815,bos,jayson-tatum,PF,38,8-23,2-7,6-7,3,5,8,1,3,0,2,3,+6,24
401160815,bos,daniel-theis,C,22,3-7,0-1,1-3,2,5,7,0,2,1,0,5,-5,7
401160815,bos,kemba-walker,PG,35,6-19,3-12,5-5,0,5,5,5,1,1,1,2,+2,20
401160815,bos,marcus-smart,PG,35,5-12,5-9,0-0,2,1,3,4,2,1,2,2,+11,15
401160815,bos,jaylen-brown,SG,35,9-17,3-3,1-2,1,7,8,3,3,0,2,4,-4,22
401160815,bos,semi-ojeleye,PF,4,1-1,0-0,0-0,0,0,0,1,0,0,0,1,-7,2
401160815,bos,grant-williams,PF,16,1-1,0-0,0-0,0,3,3,1,1,0,3,2,+0,2
401160815,bos,enes-kanter,C,15,2-3,0-0,0-0,1,4,5,1,0,2,2,3,+10,4
401160815,bos,robert-williams-iii,IC,10,0-0,0-0,0-0,2,3,5,3,0,0,0,0,+0,0
401160815,bos,brad-wanamaker,PG,18,2-4,0-0,5-6,0,1,1,3,1,0,2,1,+8,9
401160815,bos,carsen-edwards,PG,13,0-4,0-1,0-0,0,2,2,2,0,0,0,1,+4,0
401160815,gs,draymond-green,PF,34,3-6,1-4,4-5,1,10,11,4,2,1,2,3,+4,11
401160815,gs,eric-paschall,PF,33,6-14,1-4,3-5,0,8,8,1,0,0,2,3,-19,16
401160815,gs,glenn-robinson-iii,SF,32,3-11,1-2,2-2,1,3,4,1,1,0,0,1,-3,9
401160815,gs,willie-cauley-stein,C,25,5-6,0-0,0-0,1,7,8,2,1,1,1,0,+6,10
401160815,gs,dangelo-russell,SG,25,5-10,1-6,1-2,0,2,2,7,1,1,9,3,+3,12
401160815,gs,omari-spellman,PF,12,2-5,0-1,4-6,7,1,8,0,0,1,2,0,-1,8
401160815,gs,marquese-chriss,SF,13,2-3,0-1,0-0,0,2,2,0,0,0,1,0,-12,4
401160815,gs,alec-burks,SG,31,4-11,1-3,11-12,0,3,3,1,1,0,0,3,+3,20
401160815,gs,jordan-poole,SG,22,1-8,0-5,2-2,0,6,6,1,1,0,1,4,-4,4
401160815,gs,ky-bowman,G,14,3-8,0-2,0-0,2,1,3,0,1,0,1,2,-2,6
401160826,bos,jayson-tatum,PF,30,6-13,1-4,1-1,0,6,6,2,0,1,1,0,+12,14
401160826,bos,daniel-theis,C,22,5-6,0-0,4-4,1,9,10,1,0,0,1,4,+7,14
401160826,bos,kemba-walker,PG,32,5-12,0-3,5-5,0,1,1,9,1,0,2,0,+0,15
401160826,bos,marcus-smart,PG,33,2-16,1-8,0-0,1,4,5,9,1,0,0,3,-3,5
401160826,bos,jaylen-brown,SG,35,7-16,4-7,0-0,1,7,8,0,2,0,4,1,-5,18
401160826,bos,semi-ojeleye,PF,21,4-5,3-4,0-0,1,1,2,1,2,0,1,1,+6,11
401160826,bos,enes-kanter,C,19,2-5,0-0,6-8,4,3,7,0,0,1,2,1,+5,10
401160826,bos,robert-williams-iii,IC,7,0-0,0-0,1-2,1,2,3,0,0,0,1,1,-13,1
401160826,bos,brad-wanamaker,PG,20,2-4,0-0,4-4,0,2,2,3,1,1,1,0,-2,8
401160826,bos,carsen-edwards,PG,15,1-3,1-3,0-0,0,1,1,1,0,0,1,2,+1,3
401160826,bos,javonte-green,SG,6,0-2,0-1,0-0,1,0,1,0,0,0,0,1,-13,0
401160826,sac,nemanja-bjelica,PF,31,5-10,1-4,1-2,4,10,14,4,0,1,0,4,+1,12
401160826,sac,richaun-holmes,PF,27,2-7,0-0,5-6,3,8,11,0,0,2,2,5,+1,9
401160826,sac,harrison-barnes,SF,33,4-10,3-6,2-2,0,3,3,3,1,0,1,0,+4,13
401160826,sac,cory-joseph,PG,27,1-5,0-1,0-0,0,0,0,3,0,1,1,1,+6,2
401160826,sac,buddy-hield,SG,38,14-24,7-12,0-0,1,5,6,2,4,1,3,1,+6,35
401160826,sac,harry-giles-iii,PF,11,4-9,0-0,0-0,2,0,2,0,0,1,1,2,-6,8
401160826,sac,trevor-ariza,SF,15,0-2,0-1,0-0,0,1,1,0,0,0,1,2,-10,0
